contig	cov_mean_sample_Sample118	cov_mean_sample_Sample120	cov_mean_sample_Sample127	cov_mean_sample_Sample134	cov_mean_sample_Sample177	cov_mean_sample_Sample215	cov_mean_sample_Sample230	cov_mean_sample_Sample234	cov_mean_sample_Sample244	cov_mean_sample_Sample261	cov_mean_sample_Sample263	cov_mean_sample_Sample290	cov_mean_sample_Sample302	cov_mean_sample_Sample321	cov_mean_sample_Sample330	cov_mean_sample_Sample343
NODE_1_length_2054_cov_17.474684	4.095579	8.936436	6.763177	0	0	0	7.993877	0	7.700096	3.200564	0.706215	2.118174	7.858757	10.021191	7.342753	5.396424
NODE_261_length_321461_cov_8.199894.0	1.979100	4.825600	2.926100	0	0	0	3.968900	0	4.216300	1.178200	0.340000	1.148500	3.825600	4.675000	3.064900	1.398500
NODE_505_length_906976_cov_6.853119.47	1.609300	0.080000	0.879300	0.070000	5.424600	5.806600	0.350000	2.389100	0	2.776400	5.294300	1.237700	0	0.410000	0.219300	0
NODE_254_length_191233_cov_8.270398.9	1.617400	4.356200	3.308400	0	0	0	3.536000	0	4.067300	1.130000	0.240000	1.239600	3.815200	5.305800	2.847900	1.468000
NODE_254_length_191233_cov_8.270398.8	1.700000	3.986200	3.137500	0	0	0	3.698000	0	4.124100	0.979400	0.379900	1.178900	3.617500	4.915900	2.748100	1.210000
NODE_254_length_191233_cov_8.270398.5	1.799200	4.536300	3.108000	0	0	0	3.558300	0	4.385000	1.020000	0.350000	1.399000	4.178500	4.336100	2.857800	1.519100
NODE_119_length_83_cov_11.493976	0.653595	3.189542	2.555556	0	0	0	2.614383	0	3.202614	0.653595	0.653595	1.960783	2.549022	1.954249	0.653595	0.653595
NODE_25_length_286_cov_24.356644	2.808985	8.977543	7.528088	0	0	0	8.668532	0	11.474727	1.404494	0.561798	4.775275	8.648874	11.758428	5.028083	3.030895
NODE_254_length_191233_cov_8.270398.6	1.767700	4.935800	2.938900	0	0	0	4.194800	0	4.533100	0.949400	0.298900	1.250000	4.289100	4.097800	2.699700	1.380000
NODE_27_length_35477_cov_8.181526.0	1.918300	4.347400	2.546500	0	0	0	4.424700	0	4.586700	0.889800	0.220000	1.417900	3.819400	5.105800	3.167800	1.730000
NODE_27_length_35477_cov_8.181526.1	1.688200	4.124600	3.029500	0	0	0	3.928900	0	4.115200	1.050000	0.229500	1.118800	3.576900	4.612100	2.677600	1.789400
NODE_27_length_35477_cov_8.181526.2	1.547439	4.370681	2.942946	0	0	0	3.870905	0	4.512256	1.079823	0.347334	1.504536	3.989711	4.647326	2.783237	1.568791
NODE_254_length_191233_cov_8.270398.2	2.219900	4.766800	2.957200	0	0	0	4.237600	0	4.406700	1.379600	0.338600	1.180000	4.106100	4.938300	3.097300	1.569800
NODE_436_length_163_cov_4.067485	0.429185	0	0.429185	0	0	0	0.429185	3.004295	1.287553	0	0	2.519313	0	0	1.716741	1.716738
NODE_138_length_544_cov_19.593750	5.009772	9.257330	8.596090	0	0	0	8.618890	0	7.947882	3.040717	0.814333	2.929963	6.827364	7.627036	4.050485	5.043969
NODE_26_length_3431_cov_15.138152	3.049701	6.612392	6.391893	0	0	0	7.302201	0	7.279065	2.370750	0.628393	1.853471	6.960295	8.834908	4.391602	3.565265
NODE_505_length_906976_cov_6.853119.46	1.766700	0.080000	0.760000	0.070000	6.755400	5.465500	0.560000	2.628700	0	2.578900	4.776700	1.419900	0	0.437200	0.150000	0
NODE_390_length_121514_cov_8.358864.11	1.897098	4.684390	2.837708	0	0	0	3.866017	0	4.557062	1.113606	0.207183	1.182234	3.821908	5.259497	2.845131	1.415488
NODE_258_length_263280_cov_8.177872.1	1.368700	3.864000	2.866700	0	0	0	3.757800	0	4.817100	1.060000	0.349600	1.019300	3.946700	5.405400	2.969800	1.566900
NODE_351_length_354039_cov_6.840114.16	1.838000	0.130000	0.818200	0.140000	6.105900	5.634900	0.300000	2.099000	0	2.666900	4.866800	1.707500	0	0.569400	0.240000	0
NODE_351_length_354039_cov_6.840114.15	1.748100	0.080000	0.785700	0.080000	6.010200	5.824400	0.520000	2.005800	0	2.807800	5.421000	1.778500	0	0.389900	0.100000	0
NODE_351_length_354039_cov_6.840114.14	1.400000	0.040000	0.780000	0.050000	6.287100	5.464300	0.620000	2.059300	0	2.498500	5.326200	1.259300	0	0.258800	0.180000	0
NODE_351_length_354039_cov_6.840114.13	2.108200	0.100000	0.710000	0.100000	6.740400	5.735800	0.439800	2.040000	0	2.647800	5.834600	1.690000	0	0.310000	0.258900	0
NODE_351_length_354039_cov_6.840114.12	1.868800	0.040000	0.809000	0.040000	6.228200	6.165700	0.517800	2.289900	0	2.867100	5.085400	1.260000	0	0.400000	0.130000	0
NODE_351_length_354039_cov_6.840114.11	1.479400	0.169900	0.778400	0.118100	6.115400	5.488000	0.319000	2.358200	0	2.759400	5.754100	1.580000	0	0.300000	0.160000	0
NODE_351_length_354039_cov_6.840114.10	1.635700	0.030000	0.769200	0.060000	6.403200	5.995300	0.390000	1.669400	0	2.976800	5.592700	1.666900	0	0.320000	0.090000	0
NODE_47_length_286_cov_82.870628	15.598325	32.199437	24.297756	0	0	0	31.011237	0	30.443823	6.460671	3.061800	7.278094	35.193813	39.994387	22.912934	14.825861
NODE_351_length_354039_cov_6.840114.19	1.518900	0.030000	0.810000	0.140000	5.495700	6.302400	0.319900	1.997600	0	2.605500	5.746900	1.529100	0	0.449000	0.300000	0
NODE_351_length_354039_cov_6.840114.18	1.749200	0.070000	0.770000	0.080000	6.262500	6.032700	0.449300	2.116900	0	2.807900	5.495600	1.499100	0	0.560000	0.310000	0
NODE_495_length_194_cov_4.144330	0	0	0.378788	1.136363	0	0	0	0	0.378788	0.378788	0.378788	0	0.757576	0	0	0.378788
NODE_391_length_18466_cov_8.041157	1.918431	4.706028	3.196268	0	0	0	4.261709	0	4.394096	1.002373	0.349806	1.159474	4.403271	4.655698	3.106331	1.751619
NODE_131_length_92242_cov_8.320277.8	1.900339	4.408141	3.294917	0	0	0	3.962230	0	4.163580	1.378900	0.291180	1.128250	3.992936	4.951843	2.841211	1.891650
NODE_456_length_77_cov_7.454545	0	2.040816	0.680272	0	0	0	0	0	3.394559	0	0	0.680272	1.360544	2.605440	0.680272	0.591837
NODE_494_length_527700_cov_6.812331.28	1.470000	0.039400	1.037900	0	5.788600	5.564200	0.430000	2.409400	0	2.969100	5.645600	1.315800	0	0.250000	0.290000	0
NODE_131_length_92242_cov_8.320277.4	1.420000	4.647300	3.088200	0	0	0	4.093200	0	4.257600	1.058800	0.298700	1.459100	3.966800	5.635600	2.785200	1.739900
NODE_131_length_92242_cov_8.320277.5	1.568800	3.966500	3.035800	0	0	0	4.157600	0	4.746800	1.100000	0.359900	1.140000	4.697000	4.609700	3.258900	1.869300
NODE_131_length_92242_cov_8.320277.6	2.028100	4.239000	2.428200	0	0	0	3.657300	0	4.797200	0.859600	0.320000	1.038900	4.585300	4.117300	2.866800	1.687700
NODE_131_length_92242_cov_8.320277.7	2.027900	4.112800	2.578400	0	0	0	4.254000	0	4.187700	1.050000	0.330000	1.159700	4.057400	4.795200	2.995000	1.578900
NODE_131_length_92242_cov_8.320277.0	1.658800	4.517000	3.028200	0	0	0	3.877000	0	3.797600	0.869800	0.418800	1.109800	4.259200	4.844500	2.796200	1.928400
NODE_131_length_92242_cov_8.320277.1	1.649100	4.427300	3.357700	0	0	0	4.078500	0	4.308900	1.329900	0.190000	1.229600	3.476500	4.707000	2.489000	1.388300
NODE_131_length_92242_cov_8.320277.2	1.858100	4.234000	3.047800	0	0	0	3.668100	0	4.426600	0.849100	0.368600	1.217100	4.126200	4.963300	2.618800	1.729100
NODE_131_length_92242_cov_8.320277.3	1.718900	4.312500	3.197000	0	0	0	3.677300	0	4.600000	0.739700	0.360000	1.129100	3.887100	4.507500	2.748300	1.449000
NODE_260_length_165083_cov_8.801846.8	1.769300	4.343800	3.167800	0	0	0	3.985900	0	4.618500	1.009600	0.320000	1.040000	4.328800	4.863900	2.777800	1.639100
NODE_260_length_165083_cov_8.801846.9	2.089200	4.026000	3.399800	0	0	0	3.454900	0	4.154100	0.958500	0.329400	1.196200	3.426600	4.525200	2.899300	1.529500
NODE_260_length_165083_cov_8.801846.6	1.958200	5.246000	3.217200	0	0	0	3.955400	0	4.465100	1.748900	0.639100	1.476600	4.926500	4.874700	3.576300	3.098400
NODE_260_length_165083_cov_8.801846.7	1.608600	4.727600	3.016500	0	0	0	3.549400	0	4.024200	1.070000	0.290000	1.018000	4.088000	4.786800	3.029900	1.510000
NODE_260_length_165083_cov_8.801846.4	2.708100	4.908400	3.973800	0	0	0	4.525800	0	4.629300	2.827800	0.659400	1.458100	4.978300	4.476600	3.418900	3.988900
NODE_260_length_165083_cov_8.801846.5	2.008700	5.047700	3.518000	0	0	0	4.038500	0	4.767100	2.589200	0.629100	1.619200	5.103500	5.079200	2.808000	3.598200
NODE_260_length_165083_cov_8.801846.2	2.368500	4.128000	4.257100	0	0	0	4.338300	0	4.554200	2.566900	0.609400	1.539200	5.044900	4.844600	3.523800	3.646200
NODE_231_length_149_cov_4.020134	0.456621	0.456621	0.456621	0	0	0	1.826485	0	0.456621	2.739724	0.447489	0	1.369862	0	0.456621	1.369863
NODE_260_length_165083_cov_8.801846.0	1.447900	4.736500	2.828200	0	0	0	3.627800	0	4.207900	0.849200	0.220000	1.039700	4.236500	4.327700	3.097700	1.579200
NODE_260_length_165083_cov_8.801846.1	1.800000	4.266200	3.248600	0	0	0	3.864600	0	4.884800	0.979300	0.340000	1.189700	4.128100	4.585000	2.508900	1.646900
NODE_351_length_354039_cov_6.840114.17	1.858200	0.119700	0.660000	0.020000	5.904400	5.536400	0.459400	2.218400	0	2.707100	4.774900	1.578500	0	0.459400	0.190000	0
NODE_208_length_577_cov_17.469671	2.466772	7.064913	7.199384	0	0	0	7.565691	0	6.778978	2.607419	0.927356	2.137556	7.231838	8.646062	3.998455	4.142199
NODE_187_length_157_cov_4.917197	3.964753	0	3.083702	0	0	1.321585	0.881058	0	0	0.440529	0	0	0.881058	0	0	0.440529
NODE_130_length_3461_cov_7.763941	1.670349	3.814785	3.164543	0	0	0	3.398190	0	3.820163	1.016426	0.424809	1.158878	3.623337	4.965729	2.235910	1.727555
NODE_505_length_906976_cov_6.853119.40	1.670000	0.090000	0.700000	0.040000	6.277900	6.347800	0.290000	1.898600	0	2.949200	5.076300	1.397400	0	0.569400	0.250000	0
NODE_258_length_263280_cov_8.177872.3	1.598300	4.596500	3.006500	0	0	0	4.153800	0	4.087300	0.838800	0.220000	0.877400	3.965300	4.666200	2.898300	1.428800
NODE_372_length_184_cov_4.152174	0.787401	1.181103	0	0	0	0	0.393701	0	0.393701	3.149603	1.181103	0.393701	2.362204	0	0	1.574802
NODE_315_length_192_cov_4.015625	0.381679	0.763359	1.145039	0	0	0	0.347328	0	1.526717	1.908395	0.381679	0.381679	0.763359	0	0.381679	1.908396
NODE_168_length_244_cov_4.118853	0.318471	0.318471	0.955416	0	0	0	0.955413	0	0.636943	0.636943	0.318471	0	2.547774	0	0.955413	3.184712
NODE_151_length_29715_cov_8.256470.0	1.689400	4.207900	3.147000	0	0	0	3.976200	0	4.176400	0.979200	0.369200	1.240000	3.787800	4.527800	2.689300	1.828600
NODE_151_length_29715_cov_8.256470.1	1.681576	4.616826	2.924386	0	0	0	3.784938	0	4.293356	1.166591	0.343644	1.121759	4.647820	4.918274	3.142231	1.570028
NODE_248_length_650_cov_2.520000	0.694445	0.263889	1.250000	0	0	0	0.277778	0	0.277778	0.972223	0	0.555555	0.694444	0	0.138889	2.218057
NODE_260_length_165083_cov_8.801846.10	1.729300	4.398800	3.075000	0	0	0	4.029300	0	4.568900	1.049400	0.260000	1.490000	3.926800	4.886400	2.938900	1.598200
NODE_260_length_165083_cov_8.801846.11	1.809800	4.793100	2.867800	0	0	0	4.627900	0	4.114700	1.119100	0.329600	1.239400	4.354900	5.135200	3.236100	1.169700
NODE_260_length_165083_cov_8.801846.12	1.878600	4.047400	3.158700	0	0	0	3.577200	0	4.595500	0.998200	0.260000	1.509700	3.909100	4.506000	2.386200	1.557700
NODE_260_length_165083_cov_8.801846.13	1.989900	4.305000	3.365700	0	0	0	4.178100	0	4.444500	1.099300	0.459300	1.118700	4.229700	4.786800	3.176000	2.007600
NODE_260_length_165083_cov_8.801846.14	1.817100	4.684600	3.418600	0	0	0	4.145500	0	3.856000	1.040000	0.310000	1.438000	4.027700	4.721700	3.005400	1.729400
NODE_165_length_182_cov_4.335165	1.984128	1.587301	0.793652	0	0	0	0.396825	0	0.793650	1.587299	0	0.793650	0	0	0.396825	3.174601
NODE_266_length_205_cov_15.878049	0.363636	1.090908	0.363636	0	0	0	0.363636	0	0.727272	0	0	1.090908	0.727272	0.363636	1.454546	0.727273
NODE_216_length_305319_cov_6.901228.6	1.699000	0.070000	0.699500	0.040000	5.994900	6.013600	0.420000	1.867500	0	2.777700	5.666200	1.519900	0	0.378100	0.120000	0
NODE_494_length_527700_cov_6.812331.22	1.829700	0.090000	0.920000	0.120000	6.166900	5.425900	0.290000	2.269100	0	2.678800	5.436400	1.669000	0	0.370000	0.089500	0
NODE_505_length_906976_cov_6.853119.43	1.849500	0.060000	0.679300	0.060000	6.037000	6.256500	0.440000	2.477000	0	2.429500	5.629200	1.560000	0	0.439300	0.180000	0
NODE_28_length_34835_cov_8.108799.2	1.775715	4.499630	2.730357	0	0	0	3.825425	0	4.424353	0.944917	0.315331	1.307078	3.888697	4.907619	2.850249	1.540825
NODE_28_length_34835_cov_8.108799.1	1.847500	4.356800	2.648600	0	0	0	3.735900	0	3.876700	1.019300	0.259600	1.159900	3.745800	4.606000	2.606500	1.108800
NODE_28_length_34835_cov_8.108799.0	1.908700	4.387700	2.947500	0	0	0	3.797100	0	4.693900	0.987500	0.349000	1.328800	4.478800	5.105200	2.888500	1.397900
NODE_45_length_1450_cov_32.235863	7.871056	15.713807	13.199353	0	0	0	13.672364	0	18.281573	4.530922	1.052632	4.721713	15.119072	17.791442	7.284871	7.614479
NODE_258_length_263280_cov_8.177872.10	1.358900	4.599200	2.735200	0	0	0	3.688100	0	3.980000	1.060000	0.250000	0.949400	3.705100	4.726800	2.588200	1.608900
NODE_494_length_527700_cov_6.812331.26	1.688800	0.020000	0.648700	0.070000	5.746200	5.944600	0.510000	1.878000	0	2.517600	5.436900	1.949100	0	0.620000	0.300000	0
NODE_66_length_134_cov_7.783582	1.960786	1.470588	0.980393	0	0	0	1.470588	0	2.426470	0.490196	0	1.436275	5.348042	1.470588	1.960785	0
NODE_14_length_638_cov_8.811913	1.538134	5.367232	2.824857	0	0	0	2.259887	0	4.206211	0.282486	0.282486	1.259887	3.813562	6.334747	2.535312	1.836160
NODE_505_length_906976_cov_6.853119.70	1.728600	0.088800	0.749100	0.020000	6.224400	5.614800	0.630000	2.137200	0	2.825900	4.985500	1.608600	0	0.450000	0.270000	0
NODE_70_length_581_cov_16.127367	3.225803	6.698917	7.373271	0	0	0	5.514595	0	7.354836	1.382487	0.436252	3.072195	8.076808	7.360983	3.367127	2.906299
NODE_505_length_906976_cov_6.853119.42	1.748100	0.160000	0.609400	0.120000	5.794600	5.713800	0.509000	1.989100	0	3.005200	5.585900	1.528900	0	0.410000	0.190000	0
NODE_258_length_263280_cov_8.177872.5	1.708200	4.254500	3.500000	0	0	0	3.907600	0	4.587100	1.008800	0.370000	1.327800	4.036200	5.115900	2.499200	1.578200
NODE_18_length_14422_cov_8.414783	1.736820	4.371867	3.344399	0	0	0	3.841222	0	4.721569	0.986751	0.261800	1.150771	4.331489	4.784983	2.897256	1.552099
NODE_261_length_321461_cov_8.199894.8	1.606900	3.838600	3.239100	0	0	0	3.749200	0	4.128400	1.008700	0.270000	1.200000	3.918400	5.267900	2.806100	1.588200
NODE_261_length_321461_cov_8.199894.9	1.599100	3.887700	2.639600	0	0	0	3.655500	0	4.307300	0.959900	0.389700	1.279000	3.870000	5.117200	2.765800	1.659500
NODE_206_length_849_cov_12.128386	2.067467	3.155606	3.038084	0	0	0	5.764954	0	4.570186	3.808484	1.305766	1.615887	3.482045	4.885741	1.849838	3.365612
NODE_370_length_86_cov_4.918605	0.641026	0.641026	0	0	0	0	0	0	0.634615	0.641026	0.641026	0	1.282052	0	0	1.282051
NODE_97_length_16779_cov_9.613564	2.651019	5.193959	3.273188	0.011870	0	0.082972	4.087601	0	4.299601	2.193956	0.640632	1.530534	4.688826	4.519732	3.517480	3.389873
NODE_261_length_321461_cov_8.199894.1	1.618300	5.045100	3.257700	0	0	0	4.257700	0	3.848000	0.997600	0.210000	1.178800	3.738500	5.115300	2.736600	1.569200
NODE_261_length_321461_cov_8.199894.2	1.927400	4.347000	3.007900	0	0	0	4.436100	0	4.219000	0.749800	0.290000	1.359700	3.937700	4.736800	2.407800	1.260000
NODE_261_length_321461_cov_8.199894.3	1.659500	4.597700	2.739100	0	0	0	3.925400	0	4.095200	1.199300	0.390000	1.179500	3.976400	5.125400	2.657900	1.590000
NODE_261_length_321461_cov_8.199894.4	1.498700	4.534900	2.906900	0	0	0	3.543100	0	4.654500	1.028700	0.368600	1.478900	4.377900	4.427600	2.957100	1.748800
NODE_261_length_321461_cov_8.199894.5	2.046600	4.434000	3.316900	0	0	0	3.508300	0	4.177100	1.030000	0.359800	0.990000	3.679900	4.782600	3.048500	1.459300
NODE_261_length_321461_cov_8.199894.6	1.729700	4.165900	2.788100	0	0	0	3.706200	0	4.694800	1.059900	0.339100	1.219300	4.122800	4.975400	2.728900	1.597500
NODE_261_length_321461_cov_8.199894.7	1.609300	3.667000	3.175900	0	0	0	3.917200	0	4.598400	1.220000	0.329700	1.478000	3.895400	4.327700	3.029000	1.867200
NODE_505_length_906976_cov_6.853119.76	1.469200	0.070000	0.770000	0.040000	6.191800	5.885300	0.310000	2.429900	0	2.537800	5.514700	1.609000	0	0.300000	0.200000	0
NODE_258_length_263280_cov_8.177872.6	1.626500	4.295600	2.798700	0	0	0	4.157500	0	4.097200	0.999000	0.250000	1.200000	4.218800	4.466800	2.457400	1.578700
NODE_406_length_171_cov_4.251462	1.244814	0.414938	0.829876	0	0	0	0.829876	0	0.829875	2.904559	0	0.414938	1.244814	0	0.414938	2.074689
NODE_396_length_169_cov_4.017752	0.418410	0.418410	1.673640	0	0	0	0.418410	0	0.836819	2.092051	0	0.418410	0.418410	0	0.418410	2.928870
NODE_216_length_305319_cov_6.901228.9	1.650000	0.020000	0.719200	0.059000	6.127300	6.313200	0.489600	2.187400	0	3.045600	5.603900	1.819500	0	0.437700	0.150000	0
NODE_343_length_183_cov_10.617486	1.185770	3.861657	1.976281	0	0	0	1.185771	0	6.660083	0.743083	0	1.185768	5.071148	5.920948	2.766798	1.976284
NODE_489_length_157263_cov_6.771033.6	1.687600	0.080000	1.078600	0.060000	6.341000	5.724800	0.360000	2.176200	0	2.547100	5.586700	1.738600	0	0.310000	0.180000	0
NODE_489_length_157263_cov_6.771033.7	1.676300	0.040000	0.690000	0.060000	6.422100	5.553400	0.300000	1.789600	0	3.036900	5.164000	1.849400	0	0.298600	0.200000	0
NODE_489_length_157263_cov_6.771033.4	1.677700	0.140000	0.699600	0.020000	5.947500	5.357000	0.370000	2.158300	0	2.859000	4.999400	1.458100	0	0.600000	0.159900	0
NODE_489_length_157263_cov_6.771033.5	1.639400	0.060000	0.569900	0.088800	6.926100	6.105100	0.320000	2.079400	0	2.769300	5.156000	1.289100	0	0.360000	0.180000	0
NODE_258_length_263280_cov_8.177872.7	1.890000	4.364000	3.176800	0	0	0	3.956900	0	4.776800	1.220000	0.310000	1.269600	3.659400	4.805900	2.758100	1.699700
NODE_489_length_157263_cov_6.771033.3	1.696800	0.040000	0.817900	0.060000	6.678800	5.522000	0.420000	2.286200	0	2.390000	5.624500	1.319400	0	0.420000	0.200000	0
NODE_267_length_4676_cov_7.631737	2.253688	3.977876	3.263796	0	0	0	3.664560	0	4.211757	0.837547	0.294985	1.074588	3.931736	4.754744	2.779393	1.032449
NODE_489_length_157263_cov_6.771033.1	1.845800	0.079900	0.739800	0.079700	6.294100	6.353000	0.219200	1.938100	0	2.948100	5.768200	1.750000	0	0.610000	0.178900	0
NODE_265_length_543_cov_4.924494	1.942905	3.902120	0.978792	0	0	0	2.610116	0	3.425774	0.652529	1.141926	0.163132	4.230021	3.099510	2.446984	1.468189
NODE_489_length_157263_cov_6.771033.8	1.630000	0.039900	0.499400	0.040000	6.334800	5.988000	0.270000	2.269200	0	2.307700	5.476800	1.637600	0	0.338600	0.160000	0
NODE_489_length_157263_cov_6.771033.9	1.769400	0.020000	0.818600	0.040000	6.113100	5.463900	0.260000	2.247300	0	2.537900	5.120900	1.538800	0	0.279600	0.070000	0
NODE_505_length_906976_cov_6.853119.1	1.519800	0.060000	0.720000	0.060000	5.892800	5.809700	0.478800	1.920000	0	2.875400	5.075700	1.678600	0	0.378900	0.110000	0
NODE_494_length_527700_cov_6.812331.6	1.869300	0.060000	0.899600	0.140000	6.985900	5.756800	0.390000	2.188000	0	3.198900	5.231000	1.448100	0	0.329300	0.229700	0
NODE_186_length_148_cov_4.000000	0.917431	0.917431	0.917431	0	0	0	0	0	0.458716	1.816513	0	0.917431	0.917432	0	0	2.752293
NODE_494_length_527700_cov_6.812331.49	1.828800	0.110000	0.879900	0.090000	6.845100	6.266300	0.280000	1.988500	0	3.313600	5.108300	1.250000	0	0.420000	0.220000	0
NODE_494_length_527700_cov_6.812331.48	1.900000	0.130000	0.919400	0.070000	5.852300	5.584500	0.349900	2.019200	0	2.877400	5.323400	1.288300	0	0.359900	0.260000	0
NODE_494_length_527700_cov_6.812331.47	1.867700	0.070000	0.770000	0.040000	6.917000	6.437800	0.460000	2.079600	0	3.124500	5.119500	1.787700	0	0.420000	0.160000	0
NODE_494_length_527700_cov_6.812331.46	1.729100	0.140000	0.589100	0.080000	6.092200	6.046900	0.439500	2.119000	0	2.737600	5.253300	1.289800	0	0.589900	0.170000	0
NODE_494_length_527700_cov_6.812331.45	1.678800	0.040000	0.779900	0.120000	5.696800	5.806200	0.440000	2.288900	0	3.040000	5.517400	1.536800	0	0.388200	0.208800	0
NODE_494_length_527700_cov_6.812331.44	1.579200	0.038900	0.847500	0.080000	6.379200	6.481100	0.270000	2.367700	0	2.737000	5.155800	1.408900	0	0.489600	0.179900	0
NODE_494_length_527700_cov_6.812331.43	1.478100	0.069100	0.648600	0.040000	5.755700	5.685800	0.260000	2.227000	0	2.697800	5.445800	1.478300	0	0.309100	0.140000	0
NODE_494_length_527700_cov_6.812331.42	1.350000	0.110000	0.679600	0.030000	6.003900	5.546700	0.369100	1.779000	0	2.439200	5.996600	1.717300	0	0.510000	0.160000	0
NODE_494_length_527700_cov_6.812331.41	1.430000	0.020000	0.888300	0.100000	6.524400	5.306600	0.360000	2.087400	0	3.318100	5.066000	1.257200	0	0.530000	0.120000	0
NODE_143_length_153_cov_4.209150	0.448430	0	0.448430	0	0	0	0.448430	0.896860	0.896861	0.448430	0	2.690582	0	0	3.139011	0
NODE_494_length_527700_cov_6.812331.12	1.500000	0.060000	0.520000	0.080000	5.688000	5.928100	0.379300	1.958800	0	2.907700	5.342400	1.499600	0	0.360000	0.339200	0
NODE_200_length_292_cov_15.619863	0.276243	1.104972	0.276243	0	0	0	0.549724	0	0.552486	0.276243	0	0.276243	0.552487	0	0	0.276243
NODE_357_length_170_cov_4.558824	0.833333	0.416667	1.666666	0	0	0	0	0	0.416667	1.250000	0.833333	0	1.250001	0	0.416667	4.583333
NODE_440_length_176_cov_4.221591	0.813007	1.626014	0.813009	0	0	0	0	0	0.813008	1.626017	0.406504	0.406504	1.219511	0	0	3.252033
NODE_361_length_352602_cov_6.831901.8	1.687600	0.080000	0.820000	0.100000	6.393200	5.544300	0.398600	2.127800	0	2.554500	5.283500	1.658500	0	0.219200	0.140000	0
NODE_365_length_195_cov_4.353846	1.132074	1.132075	2.264152	0	0	0	0	0	0.377358	2.641510	0.377358	0.377358	0.754716	0	0.754717	1.886792
NODE_505_length_906976_cov_6.853119.5	1.658600	0.080000	0.990000	0.080000	6.487200	6.121800	0.349600	2.360000	0	2.895600	4.912400	1.569200	0	0.370000	0.160000	0
NODE_98_length_5819_cov_7.887266	1.867888	3.950924	2.780952	0	0	0	3.987261	0	4.478348	1.154016	0.356597	1.748855	3.904572	4.479031	3.136529	1.832400
NODE_99_length_197_cov_4.106599	1.471910	0	1.123595	0	0	0	0	0	0	2.621725	0	0.749064	1.123596	0	0.374532	4.119854
NODE_489_length_157263_cov_6.771033.0	1.597700	0.100000	0.750000	0.020000	6.763100	5.756800	0.269700	2.348400	0	2.994300	5.888300	1.258500	0	0.400000	0.080000	0
NODE_346_length_127_cov_14.551181	2.030458	3.482234	3.451775	0	0	0	6.076138	0	2.994924	1.522842	0	2.030457	3.030460	8.583761	4.482233	0.944163
NODE_351_length_354039_cov_6.840114.28	1.737900	0.110000	0.768900	0.060000	6.075000	5.834200	0.260000	1.767700	0	3.139900	4.767700	1.238200	0	0.459700	0.250000	0
NODE_351_length_354039_cov_6.840114.29	1.369700	0.119700	0.808200	0.100000	6.132500	5.466200	0.310000	2.268900	0	2.378800	5.535200	1.448900	0	0.200000	0.189700	0
NODE_351_length_354039_cov_6.840114.26	1.480000	0.060000	0.658900	0.120000	5.717500	6.003700	0.329100	2.328300	0	2.329500	5.313800	1.318100	0	0.259900	0.080000	0
NODE_258_length_263280_cov_8.177872.21	1.979400	4.753200	2.967300	0	0	0	3.585400	0	4.307500	1.048200	0.329100	1.277700	3.686100	4.823900	2.886500	1.378700
NODE_212_length_211_cov_15.080568	0	0.355872	0.355872	0	0	0	1.067617	0	0.355872	0.355872	0	0	0	2.135230	0	0
NODE_351_length_354039_cov_6.840114.25	1.648200	0.020000	0.698700	0.060000	6.344900	5.966500	0.440000	1.899600	0	2.967300	5.875100	1.590000	0	0.270000	0.160000	0
NODE_351_length_354039_cov_6.840114.22	1.768600	0.110000	0.830000	0.150000	6.283300	5.951400	0.398600	2.386900	0	2.737700	5.803100	1.679700	0	0.490000	0.140000	0
NODE_351_length_354039_cov_6.840114.23	1.699500	0.060000	0.739100	0.020000	6.195100	5.606100	0.470000	2.005700	0	2.988900	5.556000	1.580000	0	0.349200	0.239000	0
NODE_351_length_354039_cov_6.840114.20	1.609000	0.080000	0.677600	0.060000	5.715800	5.865300	0.270000	2.146900	0	2.656500	5.326600	1.080000	0	0.589600	0.170000	0
NODE_351_length_354039_cov_6.840114.21	1.490000	0.050000	0.820000	0.030000	6.506100	6.074400	0.418500	2.018900	0	2.878300	5.494200	1.258900	0	0.369900	0.130000	0
NODE_219_length_151_cov_19.218542	0	0.904977	0.904977	0	0	0	0.452489	0	0.904978	0	0	0	0.904978	0	0	2.262445
NODE_90_length_779_cov_24.413351	6.352180	12.104831	7.876312	0	0	0	13.149590	0	11.882213	1.413428	0.706713	4.229686	11.742053	11.997649	5.998818	5.632505
NODE_39_length_339592_cov_8.189162.28	1.679900	4.185800	3.355500	0	0	0	4.125100	0	4.414500	0.999900	0.120000	1.209100	3.808700	4.256000	2.666800	1.808600
NODE_39_length_339592_cov_8.189162.29	2.296400	4.385100	3.057000	0	0	0	4.055600	0	4.785200	1.529400	0.359900	1.220000	4.206700	4.217800	2.617500	1.539400
NODE_117_length_248_cov_25.778225	4.402512	9.034585	8.798742	0	0	0	6.289311	0	10.654087	2.201258	1.257863	4.037736	10.600633	10.283005	6.886794	3.738988
NODE_64_length_358694_cov_6.830965.25	1.899500	0.070000	0.679900	0.040000	6.097000	6.014600	0.279500	1.755900	0	2.675600	4.835700	1.448200	0	0.439100	0.219300	0
NODE_39_length_339592_cov_8.189162.20	2.028900	4.087000	2.907200	0	0	0	4.176500	0	4.536100	1.000000	0.330000	1.338600	4.255500	4.478200	3.187600	1.648600
